id,quantity,value,unit,uncertainty,source,command,note
P00_M,生产网格数 M,1600,-,网格设置,outputs/q2_production.log,python src/q2_produce.py,
P00_dt,生产时间步 dt,0.015625,s,网格设置,outputs/q2_production.log,python src/q2_produce.py,
P00_nsteps,生产总步数,691200,-,网格设置,outputs/q2_production.log,python src/q2_produce.py,
P01,时间步加密 (dt/2): 温度最大偏差,1.3807690038448e-05,K,dt/2 校核,outputs/q2_production.log,python src/q2_produce.py,
P02,时间步加密 (dt/2): 水分最大偏差,2.9838719628916e-05,kg/kg,dt/2 校核,outputs/q2_production.log,python src/q2_produce.py,
P03,网格加密 (M x2): 温度最大偏差,1.3823912468069e-06,K,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P04,网格加密 (M x2): 水分最大偏差,3.8467118748997e-05,kg/kg,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P05,生产温度不确定度 (取较大者),1.3807690038448e-05,K,离散不确定度,outputs/q2_production.log,python src/q2_produce.py,
P06,生产水分不确定度 (取较大者),3.8467118748997e-05,kg/kg,离散不确定度,outputs/q2_production.log,python src/q2_produce.py,
P07,四位小数半 ulp 阈值,5e-05,-,报告精度,outputs/q2_production.log,python src/q2_produce.py,
P10_t1_60s_T,"分时段网格加密最大偏差 (温度, t=1..60 s)",1.8054322481476e-07,K,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P11_t1_60s_C,"分时段网格加密最大偏差 (水分, t=1..60 s)",3.8467118748997e-05,kg/kg,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P10_t61_600s_T,"分时段网格加密最大偏差 (温度, t=61..600 s)",3.353328565936e-07,K,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P11_t61_600s_C,"分时段网格加密最大偏差 (水分, t=61..600 s)",3.7682500799718e-06,kg/kg,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P10_t601_3600s_T,"分时段网格加密最大偏差 (温度, t=601..3600 s)",1.3823912468069e-06,K,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P11_t601_3600s_C,"分时段网格加密最大偏差 (水分, t=601..3600 s)",6.5054270192988e-07,kg/kg,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P10_t3601_10800s_T,"分时段网格加密最大偏差 (温度, t=3601..10800 s)",1.2075087738594e-06,K,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P11_t3601_10800s_C,"分时段网格加密最大偏差 (水分, t=3601..10800 s)",3.7970471433724e-07,kg/kg,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P10_t1_10800s_T,"分时段网格加密最大偏差 (温度, t=1..10800 s)",1.3823912468069e-06,K,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P11_t1_10800s_C,"分时段网格加密最大偏差 (水分, t=1..10800 s)",3.8467118748997e-05,kg/kg,M 加倍校核,outputs/q2_production.log,python src/q2_produce.py,
P20_Tinf_end,t=10800 s 环境温度,50.195,degC,附件1,outputs/q2_production.log,python src/q2_produce.py,
P21_Cinf_end,t=10800 s 环境含水率,0.04977,kg/kg,附件1,outputs/q2_production.log,python src/q2_produce.py,
P22_T_center,t=10800 s 中心温度,49.768512752305,degC,生产解,outputs/q2_production.log,python src/q2_produce.py,
P23_T_surface,t=10800 s 表面温度,49.888784311822,degC,生产解,outputs/q2_production.log,python src/q2_produce.py,
P24_C_center,t=10800 s 中心含水率,1.7681061385751,kg/kg,生产解,outputs/q2_production.log,python src/q2_produce.py,
P25_C_surface,t=10800 s 表面含水率,1.0077820961163,kg/kg,生产解,outputs/q2_production.log,python src/q2_produce.py,
P26_W0,初始总水量 W(0) (per 2 pi),0.00051,kg/kg*m^2,生产解,outputs/q2_production.log,python src/q2_produce.py,
P27_W_end,t=10800 s 总水量 W (per 2 pi),0.00027665216044377,kg/kg*m^2,生产解,outputs/q2_production.log,python src/q2_produce.py,
P28_loss,3 h 失水率,45.754478344358,%,生产解,outputs/q2_production.log,python src/q2_produce.py,
P29_Wres,水量收支相对残差,9.9662960857252e-14,-,离散守恒,outputs/q2_production.log,python src/q2_produce.py,
